ID_VENTA;ID_Minorista;Fecha_de_Factura;ID_REGION;ID_ESTADO;ID_CIUDAD;Producto;ID_FAMILIA;ID_GENERO;ID_CATEGORÍA;ID_CONTORNO;Tamaño;ID_COLOR ;Precio_por_Unidad;Unidades_Vendidas;Total_Ventas;Beneficio_Operativo;Margen_Operativo;ID _MVENTA
6738;Foot Locker;27/05/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,27;Amarillo;$55,00 ;575;$31.625 ;$11.069 ;35%;Online
6739;Foot Locker;26/06/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$55,00 ;700;$38.500 ;$13.475 ;35%;Online
6740;Amazon;06/11/2021;Southeast;South Carolina;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$55,00 ;925;$50.875 ;$22.894 ;45%;Online
6741;Sports Direct;05/05/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22.5,23,24,25;Amarillo;$33,00 ;240;$7.920 ;$4.356 ;55%;Outlet
6742;Amazon;02/03/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,25;Amarillo;$30,00 ;920;$27.600 ;$11.040 ;40%;Online
6743;Amazon;03/08/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25,26;Amarillo;$65,00 ;1.025;$66.625 ;$26.650 ;40%;Online
6744;Sports Direct;04/06/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,30;Amarillo;$39,00 ;248;$9.672 ;$5.320 ;55%;Outlet
6745;Amazon;03/11/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;28,29;Amarillo;$45,00 ;825;$37.125 ;$14.850 ;40%;Online
6746;Amazon;10/08/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29;Amarillo;$50,00 ;525;$26.250 ;$10.500 ;40%;In-store
6747;Sports Direct;06/07/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$51,00 ;264;$13.464 ;$7.944 ;59%;Outlet
6748;Amazon;11/09/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;24;Amarillo;$35,00 ;475;$16.625 ;$6.650 ;40%;In-store
6749;Amazon;16/07/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$60,00 ;650;$39.000 ;$15.600 ;40%;In-store
6750;Amazon;18/04/2021;Northeast;New Hampshire;Manchester;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$50,00 ;550;$27.500 ;$11.000 ;40%;In-store
6751;Sports Direct;08/08/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29;Amarillo;$44,00 ;239;$10.516 ;$6.415 ;61%;Outlet
6752;Amazon;19/06/2021;Northeast;New Hampshire;Manchester;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25;Amarillo;$65,00 ;675;$43.875 ;$17.550 ;40%;In-store
6753;Amazon;27/04/2020;Northeast;New York;New York;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25;Amarillo;$60,00 ;299;$17.940 ;$10.764 ;60%;Online
6754;Sports Direct;20/10/2020;South;Texas;Houston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;11,12,13,14,15;Amarillo;$43,00 ;234;$10.062 ;$4.930 ;49%;Online
6755;Sports Direct;26/10/2020;South;Texas;Houston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$41,00 ;238;$9.758 ;$4.684 ;48%;Online
6756;Foot Locker;01/11/2020;South;Texas;Houston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29;Amarillo;$37,00 ;209;$7.733 ;$3.480 ;45%;Online
6757;Foot Locker;13/11/2020;West;California;San Francisco;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29,30;Amarillo;$49,00 ;230;$11.270 ;$5.072 ;45%;Online
6758;Kohl's;07/04/2021;West;California;Los Angeles;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$43,00 ;240;$10.320 ;$5.160 ;50%;Online
6759;Sports Direct;29/08/2021;South;Texas;Dallas;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$18,00 ;182;$3.276 ;$1.474 ;45%;Online
6760;Foot Locker;23/03/2021;Southeast;Virginia;Richmond;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$38,00 ;143;$5.434 ;$2.554 ;47%;Online
6761;Sports Direct;05/11/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$51,00 ;194;$9.894 ;$5.837 ;59%;Outlet
6762;Foot Locker;24/06/2021;Southeast;Virginia;Richmond;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29,30;Amarillo;$53,00 ;233;$12.349 ;$5.804 ;47%;Online
6763;Amazon;16/11/2021;Midwest;Michigan;Detroit;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$49,00 ;196;$9.604 ;$6.051 ;63%;Online
6764;Amazon;17/12/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,22.5,23,23.5,24,24.5,25,25.5;Amarillo;$41,00 ;163;$6.683 ;$3.475 ;52%;Online
6765;Amazon;11/01/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,25.5,26,27;Amarillo;$23,00 ;196;$4.508 ;$2.479 ;55%;Online
6766;Foot Locker;23/01/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25;Amarillo;$27,00 ;140;$3.780 ;$1.021 ;27%;Outlet
6767;Amazon;11/04/2021;West;Utah;Salt Lake City;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;28,30;Amarillo;$27,00 ;181;$4.887 ;$2.444 ;50%;Online
6768;Amazon;12/05/2021;West;Utah;Salt Lake City;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;11,12,13,14,15;Amarillo;$32,00 ;174;$5.568 ;$2.840 ;51%;Online
6769;Amazon;11/10/2021;West;Utah;Salt Lake City;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$28,00 ;173;$4.844 ;$2.470 ;51%;Online
6770;Amazon;06/01/2021;Southeast;South Carolina;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25,26;Amarillo;$33,00 ;231;$7.623 ;$3.812 ;50%;Online
6771;Foot Locker;23/02/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$31,00 ;116;$3.596 ;$971 ;27%;Outlet
6772;Sports Direct;21/06/2021;South;Arkansas;Little Rock;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$36,00 ;203;$7.308 ;$3.654 ;50%;Online
6773;Amazon;17/04/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$27,00 ;143;$3.861 ;$1.969 ;51%;Online
6774;Amazon;18/05/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29,30;Amarillo;$58,00 ;179;$10.382 ;$5.399 ;52%;Online
6775;Foot Locker;23/04/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$49,00 ;111;$5.439 ;$1.632 ;30%;Outlet
6776;Amazon;15/10/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;24,25;Amarillo;$56,00 ;128;$7.168 ;$3.226 ;45%;Online
6777;Foot Locker;24/05/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,26.5,27,27.5,28,28.5,29,30;Amarillo;$53,00 ;124;$6.572 ;$1.906 ;29%;Outlet
6778;Amazon;08/02/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,24,25,26;Amarillo;$34,00 ;147;$4.998 ;$2.399 ;48%;Online
6779;Amazon;06/07/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$47,00 ;188;$8.836 ;$4.153 ;47%;Online
6780;Amazon;08/10/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25;Amarillo;$53,00 ;119;$6.307 ;$2.901 ;46%;Online
6781;Sports Direct;06/03/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$21,00 ;200;$4.200 ;$1.554 ;37%;Outlet
6782;Foot Locker;22/07/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29;Amarillo;$46,00 ;145;$6.670 ;$2.001 ;30%;Outlet
6783;Foot Locker;23/08/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,24,25,26;Amarillo;$48,00 ;131;$6.288 ;$1.761 ;28%;Outlet
6784;Foot Locker;24/09/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$43,00 ;132;$5.676 ;$1.816 ;32%;Outlet
6785;Sports Direct;05/05/2021;West;Idaho;Boise;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$14,00 ;210;$2.940 ;$1.235 ;42%;Outlet
6786;Foot Locker;25/12/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;25,26,27,28,29,30;Amarillo;$44,00 ;238;$10.472 ;$4.398 ;42%;Outlet
6787;Foot Locker;13/01/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$24,00 ;149;$3.576 ;$1.645 ;46%;Outlet
6788;Foot Locker;23/11/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27;Amarillo;$39,00 ;140;$5.460 ;$1.529 ;28%;Outlet
6789;Foot Locker;22/12/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;25,26,27,28,29,30;Amarillo;$43,00 ;135;$5.805 ;$1.625 ;28%;Outlet
6790;Foot Locker;13/02/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29;Amarillo;$23,00 ;150;$3.450 ;$1.484 ;43%;Outlet
6791;Foot Locker;13/11/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29,30;Amarillo;$36,00 ;173;$6.228 ;$2.616 ;42%;Outlet
6792;Amazon;07/02/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$31,00 ;376;$11.656 ;$5.595 ;48%;Outlet
6793;Foot Locker;26/01/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;29;Amarillo;$36,00 ;166;$5.976 ;$1.614 ;27%;Outlet
6794;Foot Locker;19/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,23.5,24,24.5,25,25.5;Amarillo;$55,00 ;375;$20.625 ;$4.125 ;20%;Outlet
6795;Foot Locker;31/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,27;Amarillo;$80,00 ;450;$36.000 ;$9.000 ;25%;Outlet
6796;Foot Locker;26/02/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$35,00 ;140;$4.900 ;$1.372 ;28%;Outlet
6797;Foot Locker;05/08/2020;West;Washington;Seattle;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$95,00 ;575;$54.625 ;$10.925 ;20%;In-store
6798;Amazon;11/08/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22.5,23,24,25;Amarillo;$45,00 ;850;$38.250 ;$19.125 ;50%;In-store
6799;Amazon;17/08/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,25;Amarillo;$45,00 ;850;$38.250 ;$19.125 ;50%;In-store
6800;Amazon;10/10/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25,26;Amarillo;$70,00 ;850;$59.500 ;$29.750 ;50%;In-store
6801;Amazon;28/10/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,30;Amarillo;$35,00 ;225;$7.875 ;$3.544 ;45%;In-store
6802;Foot Locker;12/12/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;28,29;Amarillo;$70,00 ;500;$35.000 ;$8.750 ;25%;Online
6803;Amazon;07/10/2021;Southeast;South Carolina;Charleston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29;Amarillo;$60,00 ;775;$46.500 ;$23.250 ;50%;Online
6804;Amazon;02/03/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$30,00 ;625;$18.750 ;$9.375 ;50%;Online
6805;Foot Locker;26/04/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;24;Amarillo;$56,00 ;116;$6.496 ;$1.819 ;28%;Outlet
6806;Amazon;03/04/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$35,00 ;675;$23.625 ;$11.813 ;50%;Online
6807;Amazon;02/07/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$70,00 ;875;$61.250 ;$30.625 ;50%;Online
6808;Foot Locker;27/05/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29;Amarillo;$56,00 ;132;$7.392 ;$2.144 ;29%;Outlet
6809;Amazon;04/10/2021;Southeast;North Carolina;Charlotte;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25;Amarillo;$50,00 ;675;$33.750 ;$16.875 ;50%;Online
6810;Foot Locker;26/06/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25;Amarillo;$50,00 ;192;$9.600 ;$2.688 ;28%;Outlet
6811;Amazon;21/01/2021;Northeast;Vermont;Burlington;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;11,12,13,14,15;Amarillo;$50,00 ;325;$16.250 ;$5.688 ;35%;In-store
6812;Amazon;24/04/2020;Northeast;New York;New York;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$59,00 ;280;$16.520 ;$6.608 ;40%;Online
6813;Foot Locker;25/07/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29;Amarillo;$49,00 ;160;$7.840 ;$2.509 ;32%;Outlet
6814;Foot Locker;26/08/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29,30;Amarillo;$50,00 ;153;$7.650 ;$2.448 ;32%;Outlet
6815;Sports Direct;10/09/2020;South;Texas;Houston;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$50,00 ;213;$10.650 ;$6.816 ;64%;Online
6816;Foot Locker;06/11/2020;West;California;San Francisco;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$49,00 ;233;$11.417 ;$2.854 ;25%;Online
6817;Foot Locker;11/01/2021;West;California;San Francisco;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$72,00 ;219;$15.768 ;$5.519 ;35%;Online
6818;Foot Locker;27/09/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29,30;Amarillo;$48,00 ;157;$7.536 ;$2.261 ;30%;Outlet
6819;Foot Locker;29/01/2021;West;California;San Francisco;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,29,30;Amarillo;$65,00 ;217;$14.105 ;$3.385 ;24%;Online
6820;Sports Direct;14/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$49,00 ;236;$11.564 ;$7.517 ;65%;Online
6821;Sports Direct;20/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,22.5,23,23.5,24,24.5,25,25.5;Amarillo;$52,00 ;223;$11.596 ;$8.117 ;70%;Online
6822;Amazon;19/06/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,25.5,26,27;Amarillo;$51,00 ;41;$2.091 ;$1.296 ;62%;Online
6823;Foot Locker;24/01/2021;West;Wyoming;Cheyenne;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25;Amarillo;$38,00 ;116;$4.408 ;$1.984 ;45%;Online
6824;Foot Locker;24/02/2021;Southeast;Virginia;Richmond;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;28,30;Amarillo;$38,00 ;81;$3.078 ;$1.324 ;43%;Online
6825;Foot Locker;24/04/2021;Southeast;Virginia;Richmond;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;11,12,13,14,15;Amarillo;$64,00 ;78;$4.992 ;$2.196 ;44%;Online
6826;Amazon;18/10/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$38,00 ;88;$3.344 ;$2.140 ;64%;Online
6827;Amazon;11/01/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25,26;Amarillo;$24,00 ;138;$3.312 ;$2.120 ;64%;Online
6828;Foot Locker;23/07/2021;West;Oregon;Portland;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$97,00 ;150;$14.550 ;$6.111 ;42%;Online
6829;Foot Locker;13/01/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$28,00 ;140;$3.920 ;$1.254 ;32%;Outlet
6830;Amazon;21/11/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$62,00 ;63;$3.906 ;$1.680 ;43%;Online
6831;Amazon;13/09/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29,30;Amarillo;$58,00 ;84;$4.872 ;$2.631 ;54%;Online
6832;Amazon;08/02/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$32,00 ;74;$2.368 ;$1.255 ;53%;Online
6833;Amazon;06/03/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;24,25;Amarillo;$32,00 ;61;$1.952 ;$976 ;50%;Online
6834;Amazon;08/06/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,26.5,27,27.5,28,28.5,29,30;Amarillo;$50,00 ;120;$6.000 ;$3.000 ;50%;Online
6835;Foot Locker;12/03/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,24,25,26;Amarillo;$40,00 ;112;$4.480 ;$1.299 ;29%;Outlet
6836;Amazon;06/09/2021;Northeast;New Jersey;Newark;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$50,00 ;73;$3.650 ;$1.935 ;53%;Online
6837;Sports Direct;25/10/2020;South;Texas;Houston;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25;Amarillo;$44,00 ;289;$12.716 ;$7.248 ;57%;Outlet
6838;Foot Locker;13/04/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$56,00 ;112;$6.272 ;$1.756 ;28%;Outlet
6839;Foot Locker;25/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29;Amarillo;$54,00 ;123;$6.642 ;$1.793 ;27%;Outlet
6840;Foot Locker;16/12/2021;South;Louisiana;New Orleans;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,24,25,26;Amarillo;$59,00 ;194;$11.446 ;$4.578 ;40%;Outlet
6841;Foot Locker;23/10/2021;West;Arizona;Phoenix;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$47,00 ;107;$5.029 ;$1.458 ;29%;Outlet
6842;Foot Locker;26/10/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;22,23,24,25,26;Amarillo;$57,00 ;131;$7.467 ;$2.315 ;31%;Outlet
6843;Foot Locker;13/06/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;25,26,27,28,29,30;Amarillo;$53,00 ;190;$10.070 ;$3.222 ;32%;Outlet
6844;Foot Locker;12/07/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,24,25,26;Amarillo;$51,00 ;157;$8.007 ;$2.322 ;29%;Outlet
6845;Foot Locker;13/08/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27;Amarillo;$50,00 ;128;$6.400 ;$1.856 ;29%;Outlet
6846;Foot Locker;26/11/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;25,26,27,28,29,30;Amarillo;$56,00 ;170;$9.520 ;$2.856 ;30%;Outlet
6847;Foot Locker;25/12/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29;Amarillo;$56,00 ;173;$9.688 ;$2.616 ;27%;Outlet
6848;Foot Locker;13/02/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;27,28,29,30;Amarillo;$28,00 ;131;$3.668 ;$1.064 ;29%;Outlet
6849;Foot Locker;14/09/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;26,27,28,29,30;Amarillo;$46,00 ;135;$6.210 ;$1.863 ;30%;Outlet
6850;Foot Locker;13/10/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;29;Amarillo;$46,00 ;109;$5.014 ;$1.554 ;31%;Outlet
6851;Amazon;16/03/2021;South;Mississippi;Jackson;Women's Street Footwear;Tenis;Dama;Lifestyle;Puntera sólida;23,23.5,24,24.5,25,25.5;Amarillo;$17,00 ;136;$2.312 ;$1.248 ;54%;Outlet
6852;Sports Direct;19/03/2021;South;Oklahoma;Oklahoma City;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,27;Amarillo;$18,00 ;88;$1.584 ;$729 ;46%;Outlet
6853;Foot Locker;23/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$60,00 ;300;$18.000 ;$6.300 ;35%;Outlet
6854;Foot Locker;29/01/2020;West;Nevada;Las Vegas;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$60,00 ;300;$18.000 ;$7.200 ;40%;Outlet
6855;Foot Locker;22/07/2020;West;Washington;Seattle;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22.5,23,24,25;Amarillo;$60,00 ;350;$21.000 ;$6.300 ;30%;In-store
6856;Amazon;15/08/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,25;Amarillo;$40,00 ;675;$27.000 ;$8.100 ;30%;In-store
6857;Amazon;09/01/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;22,23,24,25,26;Amarillo;$30,00 ;281;$8.430 ;$4.468 ;53%;Outlet
6858;Amazon;14/09/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;27,28,30;Amarillo;$55,00 ;775;$42.625 ;$12.788 ;30%;In-store
6859;Amazon;18/02/2021;South;Mississippi;Jackson;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;28,29;Amarillo;$20,00 ;160;$3.200 ;$1.824 ;57%;Outlet
6860;Amazon;02/10/2020;Southeast;Florida;Miami;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29;Amarillo;$50,00 ;700;$35.000 ;$10.500 ;30%;In-store
6861;Amazon;17/04/2021;South;Mississippi;Jackson;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;25,26,27,28,29,30;Amarillo;$22,00 ;147;$3.234 ;$1.714 ;53%;Outlet
6862;Foot Locker;26/02/2021;West;New Mexico;Albuquerque;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;24;Amarillo;$45,00 ;275;$12.375 ;$4.331 ;35%;Online
6863;Amazon;16/05/2021;South;Mississippi;Jackson;Women's Street Footwear;Tenis;Dama;Lifestyle;Plataforma alta;26,27,28,29;Amarillo;$35,00 ;150;$5.250 ;$2.940 ;56%;Outlet
